ID,Questions,Responses
95,q6_Azure Marketplace,
96,q6_Azure Marketplace,0
97,q6_Azure Marketplace,0
98,q6_Azure Marketplace,0
99,q6_Azure Marketplace,0
100,q6_Azure Marketplace,0
101,q6_Azure Marketplace,1
102,q6_Azure Marketplace,0
103,q6_Azure Marketplace,0
104,q6_Azure Marketplace,0
105,q6_Azure Marketplace,0
106,q6_Azure Marketplace,0
107,q6_Azure Marketplace,0
108,q6_Azure Marketplace,0
109,q6_Azure Marketplace,1
110,q6_Azure Marketplace,0
111,q6_Azure Marketplace,0
112,q6_Azure Marketplace,0
113,q6_Azure Marketplace,1
114,q6_Azure Marketplace,0
115,q6_Azure Marketplace,0
116,q6_Azure Marketplace,0
117,q6_Azure Marketplace,1
118,q6_Azure Marketplace,0
119,q6_Azure Marketplace,0
120,q6_Azure Marketplace,0
121,q6_Azure Marketplace,0
122,q6_Azure Marketplace,1
123,q6_Azure Marketplace,0
124,q6_Azure Marketplace,1
125,q6_Azure Marketplace,0
126,q6_Azure Marketplace,0
127,q6_Azure Marketplace,0
128,q6_Azure Marketplace,0
129,q6_Azure Marketplace,1
130,q6_Azure Marketplace,0
131,q6_Azure Marketplace,0
132,q6_Azure Marketplace,0
133,q6_Azure Marketplace,0
134,q6_Azure Marketplace,1
135,q6_Azure Marketplace,1
136,q6_Azure Marketplace,0
137,q6_Azure Marketplace,0
138,q6_Azure Marketplace,0
139,q6_Azure Marketplace,0
140,q6_Azure Marketplace,0
141,q6_Azure Marketplace,0
142,q6_Azure Marketplace,0
143,q6_Azure Marketplace,0
144,q6_Azure Marketplace,0
145,q6_Azure Marketplace,0
146,q6_Azure Marketplace,1
147,q6_Azure Marketplace,0
148,q6_Azure Marketplace,0
149,q6_Azure Marketplace,0
150,q6_Azure Marketplace,0
151,q6_Azure Marketplace,1
152,q6_Azure Marketplace,1
153,q6_Azure Marketplace,
154,q6_Azure Marketplace,1
155,q6_Azure Marketplace,0
156,q6_Azure Marketplace,0
157,q6_Azure Marketplace,1
158,q6_Azure Marketplace,0
159,q6_Azure Marketplace,0
160,q6_Azure Marketplace,0
161,q6_Azure Marketplace,0
162,q6_Azure Marketplace,0
163,q6_Azure Marketplace,1
164,q6_Azure Marketplace,0
165,q6_Azure Marketplace,0
166,q6_Azure Marketplace,1
167,q6_Azure Marketplace,0
168,q6_Azure Marketplace,1
169,q6_Azure Marketplace,0
170,q6_Azure Marketplace,0
171,q6_Azure Marketplace,0
172,q6_Azure Marketplace,1
173,q6_Azure Marketplace,0
174,q6_Azure Marketplace,0
175,q6_Azure Marketplace,0
176,q6_Azure Marketplace,0
177,q6_Azure Marketplace,0
178,q6_Azure Marketplace,0
179,q6_Azure Marketplace,1
180,q6_Azure Marketplace,0
181,q6_Azure Marketplace,0
182,q6_Azure Marketplace,0
183,q6_Azure Marketplace,0
184,q6_Azure Marketplace,1
185,q6_Azure Marketplace,1
186,q6_Azure Marketplace,0
187,q6_Azure Marketplace,0
188,q6_Azure Marketplace,1
189,q6_Azure Marketplace,0
190,q6_Azure Marketplace,0
191,q6_Azure Marketplace,0
192,q6_Azure Marketplace,0
193,q6_Azure Marketplace,1
194,q6_Azure Marketplace,1
195,q6_Azure Marketplace,0
196,q6_Azure Marketplace,0
197,q6_Azure Marketplace,0
198,q6_Azure Marketplace,1
199,q6_Azure Marketplace,0
200,q6_Azure Marketplace,1
201,q6_Azure Marketplace,0
202,q6_Azure Marketplace,0
203,q6_Azure Marketplace,0
204,q6_Azure Marketplace,1
205,q6_Azure Marketplace,1
206,q6_Azure Marketplace,0
207,q6_Azure Marketplace,0
208,q6_Azure Marketplace,0
209,q6_Azure Marketplace,0
210,q6_Azure Marketplace,0
211,q6_Azure Marketplace,1
212,q6_Azure Marketplace,0
213,q6_Azure Marketplace,0
214,q6_Azure Marketplace,0
215,q6_Azure Marketplace,0
216,q6_Azure Marketplace,0
1,q6_GCP Marketplace,
2,q6_GCP Marketplace,0
3,q6_GCP Marketplace,0
4,q6_GCP Marketplace,
5,q6_GCP Marketplace,0
6,q6_GCP Marketplace,0
7,q6_GCP Marketplace,0
8,q6_GCP Marketplace,0
9,q6_GCP Marketplace,0
10,q6_GCP Marketplace,0
11,q6_GCP Marketplace,0
12,q6_GCP Marketplace,0
13,q6_GCP Marketplace,0
14,q6_GCP Marketplace,0
15,q6_GCP Marketplace,0
16,q6_GCP Marketplace,0
17,q6_GCP Marketplace,0
18,q6_GCP Marketplace,0
19,q6_GCP Marketplace,0
20,q6_GCP Marketplace,0
21,q6_GCP Marketplace,0
22,q6_GCP Marketplace,0
23,q6_GCP Marketplace,0
24,q6_GCP Marketplace,0
25,q6_GCP Marketplace,0
26,q6_GCP Marketplace,0
27,q6_GCP Marketplace,0
28,q6_GCP Marketplace,0
29,q6_GCP Marketplace,0
30,q6_GCP Marketplace,0
31,q6_GCP Marketplace,1
32,q6_GCP Marketplace,0
33,q6_GCP Marketplace,0
34,q6_GCP Marketplace,0
35,q6_GCP Marketplace,0
36,q6_GCP Marketplace,0
37,q6_GCP Marketplace,0
38,q6_GCP Marketplace,0
39,q6_GCP Marketplace,0
40,q6_GCP Marketplace,0
41,q6_GCP Marketplace,0
42,q6_GCP Marketplace,0
43,q6_GCP Marketplace,0
44,q6_GCP Marketplace,0
45,q6_GCP Marketplace,
46,q6_GCP Marketplace,0
47,q6_GCP Marketplace,0
48,q6_GCP Marketplace,0
49,q6_GCP Marketplace,0
50,q6_GCP Marketplace,0
51,q6_GCP Marketplace,0
52,q6_GCP Marketplace,0
53,q6_GCP Marketplace,0
54,q6_GCP Marketplace,0
55,q6_GCP Marketplace,0
56,q6_GCP Marketplace,0
57,q6_GCP Marketplace,0
58,q6_GCP Marketplace,
59,q6_GCP Marketplace,0
60,q6_GCP Marketplace,0
61,q6_GCP Marketplace,0
62,q6_GCP Marketplace,1
63,q6_GCP Marketplace,0
64,q6_GCP Marketplace,0
65,q6_GCP Marketplace,0
66,q6_GCP Marketplace,0
67,q6_GCP Marketplace,0
68,q6_GCP Marketplace,0
69,q6_GCP Marketplace,1
70,q6_GCP Marketplace,0
71,q6_GCP Marketplace,0
72,q6_GCP Marketplace,1
73,q6_GCP Marketplace,0
74,q6_GCP Marketplace,0
75,q6_GCP Marketplace,0
76,q6_GCP Marketplace,0
77,q6_GCP Marketplace,0
78,q6_GCP Marketplace,
79,q6_GCP Marketplace,0
80,q6_GCP Marketplace,0
81,q6_GCP Marketplace,0
82,q6_GCP Marketplace,0
83,q6_GCP Marketplace,1
84,q6_GCP Marketplace,0
85,q6_GCP Marketplace,0
86,q6_GCP Marketplace,0
87,q6_GCP Marketplace,0
88,q6_GCP Marketplace,0
89,q6_GCP Marketplace,0
90,q6_GCP Marketplace,0
91,q6_GCP Marketplace,0
92,q6_GCP Marketplace,0
93,q6_GCP Marketplace,0
94,q6_GCP Marketplace,0
95,q6_GCP Marketplace,
96,q6_GCP Marketplace,0
97,q6_GCP Marketplace,0
98,q6_GCP Marketplace,0
99,q6_GCP Marketplace,0
100,q6_GCP Marketplace,1
101,q6_GCP Marketplace,1
102,q6_GCP Marketplace,0
103,q6_GCP Marketplace,0
104,q6_GCP Marketplace,1
105,q6_GCP Marketplace,0
106,q6_GCP Marketplace,0
107,q6_GCP Marketplace,0
108,q6_GCP Marketplace,0
109,q6_GCP Marketplace,1
110,q6_GCP Marketplace,0
111,q6_GCP Marketplace,0
112,q6_GCP Marketplace,0
113,q6_GCP Marketplace,0
114,q6_GCP Marketplace,0
115,q6_GCP Marketplace,0
116,q6_GCP Marketplace,1
117,q6_GCP Marketplace,0
118,q6_GCP Marketplace,0
119,q6_GCP Marketplace,0
120,q6_GCP Marketplace,0
121,q6_GCP Marketplace,0
122,q6_GCP Marketplace,1
123,q6_GCP Marketplace,0
124,q6_GCP Marketplace,0
125,q6_GCP Marketplace,0
126,q6_GCP Marketplace,0
127,q6_GCP Marketplace,0
128,q6_GCP Marketplace,0
129,q6_GCP Marketplace,0
130,q6_GCP Marketplace,0
131,q6_GCP Marketplace,0
132,q6_GCP Marketplace,0
133,q6_GCP Marketplace,0
134,q6_GCP Marketplace,0
135,q6_GCP Marketplace,1
136,q6_GCP Marketplace,0
137,q6_GCP Marketplace,0
138,q6_GCP Marketplace,0
139,q6_GCP Marketplace,1
140,q6_GCP Marketplace,0
141,q6_GCP Marketplace,0
142,q6_GCP Marketplace,0
143,q6_GCP Marketplace,1
144,q6_GCP Marketplace,0
145,q6_GCP Marketplace,0
146,q6_GCP Marketplace,0
147,q6_GCP Marketplace,1
148,q6_GCP Marketplace,0
149,q6_GCP Marketplace,0
150,q6_GCP Marketplace,0
151,q6_GCP Marketplace,0
152,q6_GCP Marketplace,0
153,q6_GCP Marketplace,
154,q6_GCP Marketplace,0
155,q6_GCP Marketplace,0
156,q6_GCP Marketplace,0
157,q6_GCP Marketplace,0
158,q6_GCP Marketplace,1
159,q6_GCP Marketplace,0
160,q6_GCP Marketplace,0
161,q6_GCP Marketplace,0
162,q6_GCP Marketplace,0
163,q6_GCP Marketplace,0
164,q6_GCP Marketplace,0
165,q6_GCP Marketplace,1
166,q6_GCP Marketplace,0
167,q6_GCP Marketplace,0
168,q6_GCP Marketplace,0
169,q6_GCP Marketplace,0
170,q6_GCP Marketplace,0
171,q6_GCP Marketplace,1
172,q6_GCP Marketplace,0
173,q6_GCP Marketplace,0
174,q6_GCP Marketplace,0
175,q6_GCP Marketplace,0
176,q6_GCP Marketplace,0
177,q6_GCP Marketplace,0
178,q6_GCP Marketplace,1
179,q6_GCP Marketplace,0
180,q6_GCP Marketplace,1
181,q6_GCP Marketplace,1
182,q6_GCP Marketplace,0
183,q6_GCP Marketplace,0
184,q6_GCP Marketplace,1
185,q6_GCP Marketplace,0
186,q6_GCP Marketplace,0
187,q6_GCP Marketplace,1
188,q6_GCP Marketplace,0
189,q6_GCP Marketplace,0
190,q6_GCP Marketplace,0
191,q6_GCP Marketplace,0
192,q6_GCP Marketplace,0
193,q6_GCP Marketplace,0
194,q6_GCP Marketplace,0
195,q6_GCP Marketplace,0
196,q6_GCP Marketplace,1
197,q6_GCP Marketplace,0
198,q6_GCP Marketplace,0
199,q6_GCP Marketplace,0
200,q6_GCP Marketplace,0
201,q6_GCP Marketplace,0
202,q6_GCP Marketplace,0
203,q6_GCP Marketplace,0
204,q6_GCP Marketplace,0
205,q6_GCP Marketplace,0
206,q6_GCP Marketplace,0
207,q6_GCP Marketplace,0
208,q6_GCP Marketplace,0
209,q6_GCP Marketplace,0
210,q6_GCP Marketplace,0
211,q6_GCP Marketplace,0
212,q6_GCP Marketplace,0
213,q6_GCP Marketplace,0
214,q6_GCP Marketplace,1
215,q6_GCP Marketplace,0
216,q6_GCP Marketplace,0
1,q6_No I do not purchase through the cloud marketplaces,
2,q6_No I do not purchase through the cloud marketplaces,1
3,q6_No I do not purchase through the cloud marketplaces,1
4,q6_No I do not purchase through the cloud marketplaces,
5,q6_No I do not purchase through the cloud marketplaces,1
6,q6_No I do not purchase through the cloud marketplaces,1
7,q6_No I do not purchase through the cloud marketplaces,1
8,q6_No I do not purchase through the cloud marketplaces,1
9,q6_No I do not purchase through the cloud marketplaces,1
10,q6_No I do not purchase through the cloud marketplaces,0
11,q6_No I do not purchase through the cloud marketplaces,1
12,q6_No I do not purchase through the cloud marketplaces,1
13,q6_No I do not purchase through the cloud marketplaces,1
14,q6_No I do not purchase through the cloud marketplaces,1
15,q6_No I do not purchase through the cloud marketplaces,0
16,q6_No I do not purchase through the cloud marketplaces,1
17,q6_No I do not purchase through the cloud marketplaces,0
18,q6_No I do not purchase through the cloud marketplaces,0
19,q6_No I do not purchase through the cloud marketplaces,1
20,q6_No I do not purchase through the cloud marketplaces,1
21,q6_No I do not purchase through the cloud marketplaces,1
22,q6_No I do not purchase through the cloud marketplaces,0
23,q6_No I do not purchase through the cloud marketplaces,0
24,q6_No I do not purchase through the cloud marketplaces,1
25,q6_No I do not purchase through the cloud marketplaces,0
26,q6_No I do not purchase through the cloud marketplaces,0
27,q6_No I do not purchase through the cloud marketplaces,1
28,q6_No I do not purchase through the cloud marketplaces,1
29,q6_No I do not purchase through the cloud marketplaces,1
30,q6_No I do not purchase through the cloud marketplaces,1
31,q6_No I do not purchase through the cloud marketplaces,0
32,q6_No I do not purchase through the cloud marketplaces,1
33,q6_No I do not purchase through the cloud marketplaces,1
34,q6_No I do not purchase through the cloud marketplaces,0
35,q6_No I do not purchase through the cloud marketplaces,1
36,q6_No I do not purchase through the cloud marketplaces,1
37,q6_No I do not purchase through the cloud marketplaces,1
38,q6_No I do not purchase through the cloud marketplaces,1
39,q6_No I do not purchase through the cloud marketplaces,1
40,q6_No I do not purchase through the cloud marketplaces,1
41,q6_No I do not purchase through the cloud marketplaces,0
42,q6_No I do not purchase through the cloud marketplaces,0
43,q6_No I do not purchase through the cloud marketplaces,1
44,q6_No I do not purchase through the cloud marketplaces,0
45,q6_No I do not purchase through the cloud marketplaces,
46,q6_No I do not purchase through the cloud marketplaces,0
47,q6_No I do not purchase through the cloud marketplaces,1
48,q6_No I do not purchase through the cloud marketplaces,1
49,q6_No I do not purchase through the cloud marketplaces,1
50,q6_No I do not purchase through the cloud marketplaces,1
51,q6_No I do not purchase through the cloud marketplaces,1
52,q6_No I do not purchase through the cloud marketplaces,1
53,q6_No I do not purchase through the cloud marketplaces,1
54,q6_No I do not purchase through the cloud marketplaces,1
55,q6_No I do not purchase through the cloud marketplaces,1
56,q6_No I do not purchase through the cloud marketplaces,0
57,q6_No I do not purchase through the cloud marketplaces,1
58,q6_No I do not purchase through the cloud marketplaces,
59,q6_No I do not purchase through the cloud marketplaces,1
60,q6_No I do not purchase through the cloud marketplaces,1
61,q6_No I do not purchase through the cloud marketplaces,1
62,q6_No I do not purchase through the cloud marketplaces,0
63,q6_No I do not purchase through the cloud marketplaces,1
64,q6_No I do not purchase through the cloud marketplaces,0
65,q6_No I do not purchase through the cloud marketplaces,0
66,q6_No I do not purchase through the cloud marketplaces,1
67,q6_No I do not purchase through the cloud marketplaces,1
68,q6_No I do not purchase through the cloud marketplaces,1
69,q6_No I do not purchase through the cloud marketplaces,0
70,q6_No I do not purchase through the cloud marketplaces,1
71,q6_No I do not purchase through the cloud marketplaces,0
72,q6_No I do not purchase through the cloud marketplaces,0
73,q6_No I do not purchase through the cloud marketplaces,1
74,q6_No I do not purchase through the cloud marketplaces,1
75,q6_No I do not purchase through the cloud marketplaces,0
76,q6_No I do not purchase through the cloud marketplaces,0
77,q6_No I do not purchase through the cloud marketplaces,1
78,q6_No I do not purchase through the cloud marketplaces,
79,q6_No I do not purchase through the cloud marketplaces,1
80,q6_No I do not purchase through the cloud marketplaces,1
81,q6_No I do not purchase through the cloud marketplaces,1
82,q6_No I do not purchase through the cloud marketplaces,1
83,q6_No I do not purchase through the cloud marketplaces,0
84,q6_No I do not purchase through the cloud marketplaces,1
85,q6_No I do not purchase through the cloud marketplaces,0
86,q6_No I do not purchase through the cloud marketplaces,0
87,q6_No I do not purchase through the cloud marketplaces,0
88,q6_No I do not purchase through the cloud marketplaces,1
89,q6_No I do not purchase through the cloud marketplaces,0
90,q6_No I do not purchase through the cloud marketplaces,0
91,q6_No I do not purchase through the cloud marketplaces,1
92,q6_No I do not purchase through the cloud marketplaces,1
93,q6_No I do not purchase through the cloud marketplaces,0
94,q6_No I do not purchase through the cloud marketplaces,1
95,q6_No I do not purchase through the cloud marketplaces,
96,q6_No I do not purchase through the cloud marketplaces,1
97,q6_No I do not purchase through the cloud marketplaces,0
98,q6_No I do not purchase through the cloud marketplaces,0
99,q6_No I do not purchase through the cloud marketplaces,0
100,q6_No I do not purchase through the cloud marketplaces,0
101,q6_No I do not purchase through the cloud marketplaces,0
102,q6_No I do not purchase through the cloud marketplaces,0
103,q6_No I do not purchase through the cloud marketplaces,1
104,q6_No I do not purchase through the cloud marketplaces,0
105,q6_No I do not purchase through the cloud marketplaces,0
106,q6_No I do not purchase through the cloud marketplaces,1
107,q6_No I do not purchase through the cloud marketplaces,1
108,q6_No I do not purchase through the cloud marketplaces,1
109,q6_No I do not purchase through the cloud marketplaces,0
110,q6_No I do not purchase through the cloud marketplaces,1
111,q6_No I do not purchase through the cloud marketplaces,1
112,q6_No I do not purchase through the cloud marketplaces,0
113,q6_No I do not purchase through the cloud marketplaces,0
114,q6_No I do not purchase through the cloud marketplaces,1
115,q6_No I do not purchase through the cloud marketplaces,1
116,q6_No I do not purchase through the cloud marketplaces,0
117,q6_No I do not purchase through the cloud marketplaces,0
118,q6_No I do not purchase through the cloud marketplaces,1
119,q6_No I do not purchase through the cloud marketplaces,0
120,q6_No I do not purchase through the cloud marketplaces,0
121,q6_No I do not purchase through the cloud marketplaces,0
122,q6_No I do not purchase through the cloud marketplaces,0
123,q6_No I do not purchase through the cloud marketplaces,1
124,q6_No I do not purchase through the cloud marketplaces,0
125,q6_No I do not purchase through the cloud marketplaces,0
126,q6_No I do not purchase through the cloud marketplaces,1
127,q6_No I do not purchase through the cloud marketplaces,0
128,q6_No I do not purchase through the cloud marketplaces,1
129,q6_No I do not purchase through the cloud marketplaces,0
130,q6_No I do not purchase through the cloud marketplaces,0
131,q6_No I do not purchase through the cloud marketplaces,0
132,q6_No I do not purchase through the cloud marketplaces,0
133,q6_No I do not purchase through the cloud marketplaces,1
134,q6_No I do not purchase through the cloud marketplaces,0
135,q6_No I do not purchase through the cloud marketplaces,0
136,q6_No I do not purchase through the cloud marketplaces,0
137,q6_No I do not purchase through the cloud marketplaces,1
138,q6_No I do not purchase through the cloud marketplaces,1
139,q6_No I do not purchase through the cloud marketplaces,0
140,q6_No I do not purchase through the cloud marketplaces,0
141,q6_No I do not purchase through the cloud marketplaces,0
142,q6_No I do not purchase through the cloud marketplaces,0
143,q6_No I do not purchase through the cloud marketplaces,0
144,q6_No I do not purchase through the cloud marketplaces,1
145,q6_No I do not purchase through the cloud marketplaces,0
146,q6_No I do not purchase through the cloud marketplaces,0
147,q6_No I do not purchase through the cloud marketplaces,0
148,q6_No I do not purchase through the cloud marketplaces,1
149,q6_No I do not purchase through the cloud marketplaces,1
150,q6_No I do not purchase through the cloud marketplaces,1
151,q6_No I do not purchase through the cloud marketplaces,0
152,q6_No I do not purchase through the cloud marketplaces,0
153,q6_No I do not purchase through the cloud marketplaces,
154,q6_No I do not purchase through the cloud marketplaces,0
155,q6_No I do not purchase through the cloud marketplaces,1
156,q6_No I do not purchase through the cloud marketplaces,1
157,q6_No I do not purchase through the cloud marketplaces,0
158,q6_No I do not purchase through the cloud marketplaces,0
159,q6_No I do not purchase through the cloud marketplaces,0
160,q6_No I do not purchase through the cloud marketplaces,0
161,q6_No I do not purchase through the cloud marketplaces,1
162,q6_No I do not purchase through the cloud marketplaces,0
163,q6_No I do not purchase through the cloud marketplaces,0
164,q6_No I do not purchase through the cloud marketplaces,1
165,q6_No I do not purchase through the cloud marketplaces,0
166,q6_No I do not purchase through the cloud marketplaces,0
167,q6_No I do not purchase through the cloud marketplaces,1
168,q6_No I do not purchase through the cloud marketplaces,0
169,q6_No I do not purchase through the cloud marketplaces,1
170,q6_No I do not purchase through the cloud marketplaces,1
171,q6_No I do not purchase through the cloud marketplaces,0
172,q6_No I do not purchase through the cloud marketplaces,0
173,q6_No I do not purchase through the cloud marketplaces,1
174,q6_No I do not purchase through the cloud marketplaces,0
175,q6_No I do not purchase through the cloud marketplaces,1
176,q6_No I do not purchase through the cloud marketplaces,1
177,q6_No I do not purchase through the cloud marketplaces,1
178,q6_No I do not purchase through the cloud marketplaces,0
179,q6_No I do not purchase through the cloud marketplaces,0
180,q6_No I do not purchase through the cloud marketplaces,0
181,q6_No I do not purchase through the cloud marketplaces,0
182,q6_No I do not purchase through the cloud marketplaces,0
183,q6_No I do not purchase through the cloud marketplaces,1
184,q6_No I do not purchase through the cloud marketplaces,0
185,q6_No I do not purchase through the cloud marketplaces,0
186,q6_No I do not purchase through the cloud marketplaces,0
187,q6_No I do not purchase through the cloud marketplaces,0
188,q6_No I do not purchase through the cloud marketplaces,0
189,q6_No I do not purchase through the cloud marketplaces,0
190,q6_No I do not purchase through the cloud marketplaces,1
191,q6_No I do not purchase through the cloud marketplaces,1
192,q6_No I do not purchase through the cloud marketplaces,1
193,q6_No I do not purchase through the cloud marketplaces,0
194,q6_No I do not purchase through the cloud marketplaces,0
195,q6_No I do not purchase through the cloud marketplaces,1
196,q6_No I do not purchase through the cloud marketplaces,0
197,q6_No I do not purchase through the cloud marketplaces,1
198,q6_No I do not purchase through the cloud marketplaces,0
199,q6_No I do not purchase through the cloud marketplaces,1
200,q6_No I do not purchase through the cloud marketplaces,0
201,q6_No I do not purchase through the cloud marketplaces,0
202,q6_No I do not purchase through the cloud marketplaces,1
203,q6_No I do not purchase through the cloud marketplaces,1
204,q6_No I do not purchase through the cloud marketplaces,0
205,q6_No I do not purchase through the cloud marketplaces,0
206,q6_No I do not purchase through the cloud marketplaces,1
207,q6_No I do not purchase through the cloud marketplaces,1
208,q6_No I do not purchase through the cloud marketplaces,1
209,q6_No I do not purchase through the cloud marketplaces,0
210,q6_No I do not purchase through the cloud marketplaces,1
211,q6_No I do not purchase through the cloud marketplaces,0
212,q6_No I do not purchase through the cloud marketplaces,1
213,q6_No I do not purchase through the cloud marketplaces,1
214,q6_No I do not purchase through the cloud marketplaces,0
215,q6_No I do not purchase through the cloud marketplaces,1
216,q6_No I do not purchase through the cloud marketplaces,0
1,q6_Other Cloud Marketplace,
2,q6_Other Cloud Marketplace,0
3,q6_Other Cloud Marketplace,0
4,q6_Other Cloud Marketplace,
5,q6_Other Cloud Marketplace,0
6,q6_Other Cloud Marketplace,0
7,q6_Other Cloud Marketplace,0
8,q6_Other Cloud Marketplace,0
9,q6_Other Cloud Marketplace,0
10,q6_Other Cloud Marketplace,0
11,q6_Other Cloud Marketplace,0
12,q6_Other Cloud Marketplace,0
13,q6_Other Cloud Marketplace,0
14,q6_Other Cloud Marketplace,0
15,q6_Other Cloud Marketplace,0
